BANCO DE DADOS AGROCLIMATOLÓGICO;;;;;;;;;;;;;;;;;;
;Estação (localidade):;;;Aimores;;;;;;;;;;;;;;
Lat.:;Lat.:;-19,494872;;;Long.:;-41,077647;;;;Altitude: ;;79,93;;m;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Data;Tx;Tn;Tmed;UR;Prec;Evap;Eto;Insolação;Txm;Tnm;Tmed-med;URmed;PrecSOM;Evapmed;Etomed;Insolaçãomed;Tx Abs;Tn Abs
14/03/2014;35,2;23;28,04;77;0,4;3,2;;7,1;;;;;;;;;;
15/03/2014;35,2;24;28,24;73;0;4,3;;7,5;;;;;;;;;;
16/03/2014;35,2;23;27,64;80;0;4;;7,8;;;;;;;;;;
17/03/2014;35,5;22;27,3;87;0;3,5;;10,1;;;;;;;;;;
18/03/2014;;;;;0;4;;7,3;;;;;;;;;;
19/03/2014;35,5;23;28,1;75;0;4;;7,1;;;;;;;;;;
20/03/2014;36,5;24;28,9;70;0;3;;10,6;;;;;;;;;;
21/03/2014;37;24;29,6;71;0;4,5;;10,4;;;;;;;;;;
22/03/2014;37;23;29,4;71;0;4,5;;10,4;;;;;;;;;;
23/03/2014;31;23;25,6;92;18,2;4;;0;;;;;;;;;;
24/03/2014;29,3;22;24,06;91;1,6;1;;0;;;;;;;;;;
25/03/2014;33;21;25;89;11;1;;7,9;;;;;;;;;;
26/03/2014;31;22;25,2;92;4,2;2;;4,6;;;;;;;;;;
27/03/2014;32;22;25;89;0,8;2;;5,7;;;;;;;;;;
28/03/2014;33,5;21;25,7;87;0,4;1,5;;8,2;;;;;;;;;;
29/03/2014;;;;;3,8;2;;8,5;;;;;;;;;;
30/03/2014;33;22;26,8;82;0;3,5;;9,4;;;;;;;;;;
31/03/2014;32,5;23;26,1;92;0;2,5;;6,5;34,01851852;22,92592593;27,28518519;79,81481481;45,2;3,277419355;;7,290322581;37,0;21,0
01/04/2014;33,5;23,5;27,56;77;0;2,6;;7,1;;;;;;;;;;
02/04/2014;32;24;27,8;80;0;4,4;;4,4;;;;;;;;;;
03/04/2014;34,5;24;28,3;80;0;1,6;;9,1;;;;;;;;;;
04/04/2014;33,5;23;26,9;87;2,8;3,1;;6,5;;;;;;;;;;
05/04/2014;33;23,2;26,44;84;0,6;2;;8,3;;;;;;;;;;
06/04/2014;;;;;0;3,5;;10,4;;;;;;;;;;
07/04/2014;33;20;24,8;84;0;3;;10,5;;;;;;;;;;
08/04/2014;;;;;0;3;;10,2;;;;;;;;;;
09/04/2014;34;22;27,2;82;0;3;;10,9;;;;;;;;;;
10/04/2014;35,2;23;27,64;80;0;3;;6,8;;;;;;;;;;
11/04/2014;34,5;23;27,7;75;0;3;;8,8;;;;;;;;;;
12/04/2014;34,5;22;27,1;82;0;3,4;;9,3;;;;;;;;;;
13/04/2014;35,2;23;28,04;75;0;2,5;;10,4;;;;;;;;;;
14/04/2014;36;22;27,6;80;0;3;;9;;;;;;;;;;
15/04/2014;;;;;0;3;;9,9;;;;;;;;;;
16/04/2014;33;23;27;82;0;3,9;;6,5;;;;;;;;;;
17/04/2014;34,5;22;27,5;75;0;3;;7,6;;;;;;;;;;
18/04/2014;35,5;23;28,1;75;0;3,4;;9,4;;;;;;;;;;
19/04/2014;36;24;29,4;71;0;4;;9,7;;;;;;;;;;
20/04/2014;35,5;24;28,7;77;0;3,1;;9,1;;;;;;;;;;
21/04/2014;34,5;23;26,3;86;0;3,6;;6,6;;;;;;;;;;
22/04/2014;;;;;0,4;3;;9;;;;;;;;;;
23/04/2014;35,5;23;27,7;80;0;2,8;;9,7;;;;;;;;;;
24/04/2014;34;23;26,6;84;0;3,5;;8,4;;;;;;;;;;
25/04/2014;29;22,4;24,28;91;15,8;2,3;;0,6;;;;;;;;;;
26/04/2014;31;19;23,6;78;0;1,2;;9,6;;;;;;;;;;
27/04/2014;32;19;24,2;75;0,4;3;;10,7;;;;;;;;;;
28/04/2014;30,5;16;21,7;82;0;2,5;;8;;;;;;;;;;
29/04/2014;;;;;0;3;;9,7;;;;;;;;;;
30/04/2014;28;16;21,8;74;0;3,5;;4,9;33,516;22,004;26,5584;79,84;20;2,996666667;;8,37;36,0;16,0
01/05/2014;31;20;23,4;86;0;3,5;;7,9;;;;;;;;;;
02/05/2014;32;15;22,8;78;0;2,7;;9,3;;;;;;;;;;
03/05/2014;30,5;16;23,18;86;0;3,1;;7,7;;;;;;;;;;
04/05/2014;30,2;19;24,24;87;0;3,2;;2,8;;;;;;;;;;
05/05/2014;33;19;23,8;86;0;2;;8,8;;;;;;;;;;
06/05/2014;;;;;0;2,9;;8,6;;;;;;;;;;
07/05/2014;33,5;19;25,3;84;0;2,9;;8,2;;;;;;;;;;
08/05/2014;32,5;20;24,5;87;0;3,2;;8;;;;;;;;;;
09/05/2014;34,5;18;25,3;82;0;2,6;;8,2;;;;;;;;;;
10/05/2014;29,3;21;24,1;86;13,8;2,7;;4,2;;;;;;;;;;
11/05/2014;28,3;17;21,26;85;0;2;;5,6;;;;;;;;;;
12/05/2014;28,8;14;20,36;79;0;2;;8,2;;;;;;;;;;
13/05/2014;;;;;0;3;;6,3;;;;;;;;;;
14/05/2014;32,5;17,5;24,28;79;0;3;;8,1;;;;;;;;;;
15/05/2014;32;18;24,2;86;0;2,5;;7,9;;;;;;;;;;
16/05/2014;31;19;22,8;91;0;2,5;;5,5;;;;;;;;;;
17/05/2014;32,5;18;24,3;78;0;2,5;;7,5;;;;;;;;;;
18/05/2014;32;18;24,4;78;0;4;;6,2;;;;;;;;;;
19/05/2014;32;19;24;86;0;3;;7,2;;;;;;;;;;
20/05/2014;;;;;0;3;;;;;;;;;;;;
21/05/2014;31;19;24,6;73;0;3;;7,5;;;;;;;;;;
22/05/2014;32,5;18,4;24,18;77;0;3,5;;7,7;;;;;;;;;;
23/05/2014;35,2;18;26,24;75;0;2,5;;7,7;;;;;;;;;;
24/05/2014;;;;;0;4;;7,5;;;;;;;;;;
25/05/2014;29;21;23,36;92;8,6;3;;0;;;;;;;;;;
26/05/2014;31;21;24,6;91;4;0,6;;4,1;;;;;;;;;;
27/05/2014;;;;;0;2;;5,6;;;;;;;;;;
28/05/2014;31;22;24,4;81;0,2;2;;4,9;;;;;;;;;;
29/05/2014;28,3;20;23,66;78;0;2;;3,2;;;;;;;;;;
30/05/2014;29,3;20;23,06;82;0;3;;1,2;;;;;;;;;;
31/05/2014;30,5;15;21,7;77;0;2;;7,6;31,28461538;18,53461538;23,77;82,69230769;26,6;2,706451613;;6,44;35,2;14,0
01/06/2014;30,2;15,4;21,12;81;0;2,7;;7,3;;;;;;;;;;
02/06/2014;29,3;15,5;20,96;91;0;2,2;;5,7;;;;;;;;;;
03/06/2014;30,5;16,4;22,18;8;0;2;;6,9;;;;;;;;;;
04/06/2014;;;;;0;2,2;;4,3;;;;;;;;;;
05/06/2014;31,5;19;22,9;91;0;3;;7,4;;;;;;;;;;
06/06/2014;32,5;16;22,7;85;0;1,5;;7,2;;;;;;;;;;
07/06/2014;30,5;17;24,1;63;0;2,5;;6,3;;;;;;;;;;
08/06/2014;31;17;24;46;0;2,5;;4,6;;;;;;;;;;
09/06/2014;32,5;20;23,5;91;0,2;3;;7,4;;;;;;;;;;
10/06/2014;;;;;0;3;;7,5;;;;;;;;;;
11/06/2014;28;20;23;89;0;3;;1,8;;;;;;;;;;
12/06/2014;29;20;23;85;0,8;1,4;;0,8;;;;;;;;;;
13/06/2014;29;19;23;86;0;2;;4,9;;;;;;;;;;
14/06/2014;28,3;19;23,06;81;0;2,1;;2,4;;;;;;;;;;
15/06/2014;31;17;23,2;81;0;2;;7,4;;;;;;;;;;
16/06/2014;32;16,5;22,9;81;0;3;;7,3;;;;;;;;;;
17/06/2014;31;16;22,4;80;0;3;;7,2;;;;;;;;;;
18/06/2014;;;;;0;2;;2,4;;;;;;;;;;
19/06/2014;31;18;23;82;0;2;;5,9;;;;;;;;;;
20/06/2014;30,5;16;21,3;91;1,8;2,5;;7,3;;;;;;;;;;
21/06/2014;28,3;16;21,06;85;0;2,8;;6;;;;;;;;;;
22/06/2014;27;17,4;21,28;79;0;2,2;;2,2;;;;;;;;;;
23/06/2014;28,8;16,4;20,84;79;0;2,2;;5,3;;;;;;;;;;
24/06/2014;;;;;0;2;;;;;;;;;;;;
25/06/2014;28,3;15,5;20,76;79;0;3;;4,1;;;;;;;;;;
26/06/2014;31;16;21,4;91;0;1,7;;7,1;;;;;;;;;;
27/06/2014;30,5;15,5;21,2;91;0;2,8;;4,7;;;;;;;;;;
28/06/2014;32;17;24,2;78;0;2;;6,6;;;;;;;;;;
29/06/2014;27;19;23;91;0,2;2,5;;0,4;;;;;;;;;;
30/06/2014;31,5;18,4;22,78;85;2,2;1;;7;30,08461538;17,26923077;22,41692308;79,61538462;5,2;2,326666667;;5,35862069;32,5;15,4
01/07/2014;;;;;0;2,5;;7;;;;;;;;;;
02/07/2014;31,5;18,4;22,78;91;0;2;;6,5;;;;;;;;;;
03/07/2014;33;17;23,6;86;0;2,2;;7,2;;;;;;;;;;
04/07/2014;30,5;18;22,86;80;0;2,3;;7,4;;;;;;;;;;
05/07/2014;26,8;17,4;21,04;91;0;2,7;;2,9;;;;;;;;;;
06/07/2014;28,3;17;20,86;91;5,4;1,1;;5,3;;;;;;;;;;
07/07/2014;29,3;16,5;21,76;85;5,6;1,4;;6,3;;;;;;;;;;
08/07/2014;;;;;10;1;;3,2;;;;;;;;;;
09/07/2014;;18;;;0;2;;;;;;;;;;;;
10/07/2014;;;;;;;;;;;;;;;;;;
11/07/2014;;;;;;;;;;;;;;;;;;
12/07/2014;;;;;;;;;;;;;;;;;;
13/07/2014;;;;;;;;;;;;;;;;;;
14/07/2014;;;;;;;;;;;;;;;;;;
15/07/2014;;;;;;;;;;;;;;;;;;
16/07/2014;;;;;;;;;;;;;;;;;;
17/07/2014;;;;;;;;;;;;;;;;;;
18/07/2014;;;;;;;;;;;;;;;;;;
19/07/2014;;;;;;;;;;;;;;;;;;
20/07/2014;;;;;;;;;;;;;;;;;;
21/07/2014;;;;;;;;;;;;;;;;;;
22/07/2014;;;;;;;;;;;;;;;;;;
23/07/2014;;;;;;;;;;;;;;;;;;
24/07/2014;;;;;;;;;;;;;;;;;;
25/07/2014;;;;;;;;;;;;;;;;;;
26/07/2014;;;;;;;;;;;;;;;;;;
27/07/2014;;;;;;;;;;;;;;;;;;
28/07/2014;;;;;;;;;;;;;;;;;;
29/07/2014;;;;;;;;;;;;;;;;;;
30/07/2014;;;;;;;;;;;;;;;;;;
31/07/2014;;;;;;;;;29,9;17,47142857;22,15;87,33333333;;1,911111111;;5,725;;
01/08/2014;;;;;;;;;;;;;;;;;;
02/08/2014;;;;;;;;;;;;;;;;;;
03/08/2014;;;;;;;;;;;;;;;;;;
04/08/2014;;;;;;;;;;;;;;;;;;
05/08/2014;;;;;;;;;;;;;;;;;;
06/08/2014;;;;;;;;;;;;;;;;;;
07/08/2014;;;;;;;;;;;;;;;;;;
08/08/2014;;;;;;;;;;;;;;;;;;
09/08/2014;;;;;;;;;;;;;;;;;;
10/08/2014;;;;;;;;;;;;;;;;;;
11/08/2014;;;;;;;;;;;;;;;;;;
12/08/2014;;;;;;;;;;;;;;;;;;
13/08/2014;;;;;;;;;;;;;;;;;;
14/08/2014;;;;;;;;;;;;;;;;;;
15/08/2014;;;;;;;;;;;;;;;;;;
16/08/2014;;;;;;;;;;;;;;;;;;
17/08/2014;;;;;;;;;;;;;;;;;;
18/08/2014;;;;;;;;;;;;;;;;;;
19/08/2014;;;;;;;;;;;;;;;;;;
20/08/2014;;;;;;;;;;;;;;;;;;
21/08/2014;;;;;;;;;;;;;;;;;;
22/08/2014;;;;;;;;;;;;;;;;;;
23/08/2014;;;;;;;;;;;;;;;;;;
24/08/2014;;;;;;;;;;;;;;;;;;
25/08/2014;;;;;;;;;;;;;;;;;;
26/08/2014;;;;;;;;;;;;;;;;;;
27/08/2014;;;;;;;;;;;;;;;;;;
28/08/2014;;;;;;;;;;;;;;;;;;
29/08/2014;;;;;;;;;;;;;;;;;;
30/08/2014;;;;;;;;;;;;;;;;;;
31/08/2014;;;;;;;;;;;;;;;;;;
01/09/2014;;;;;;;;;;;;;;;;;;
02/09/2014;;;;;;;;;;;;;;;;;;
03/09/2014;;;;;;;;;;;;;;;;;;
04/09/2014;;;;;;;;;;;;;;;;;;
05/09/2014;;;;;;;;;;;;;;;;;;
06/09/2014;;;;;;;;;;;;;;;;;;
07/09/2014;;;;;;;;;;;;;;;;;;
08/09/2014;;;;;;;;;;;;;;;;;;
09/09/2014;;;;;;;;;;;;;;;;;;
10/09/2014;;;;;;;;;;;;;;;;;;
11/09/2014;;;;;;;;;;;;;;;;;;
12/09/2014;;;;;;;;;;;;;;;;;;
13/09/2014;;;;;;;;;;;;;;;;;;
14/09/2014;;;;;;;;;;;;;;;;;;
15/09/2014;;;;;;;;;;;;;;;;;;
16/09/2014;;;;;;;;;;;;;;;;;;
17/09/2014;;;;;;;;;;;;;;;;;;
18/09/2014;;;;;;;;;;;;;;;;;;
19/09/2014;;;;;;;;;;;;;;;;;;
20/09/2014;;;;;;;;;;;;;;;;;;
21/09/2014;;;;;;;;;;;;;;;;;;
22/09/2014;;;;;;;;;;;;;;;;;;
23/09/2014;;;;;;;;;;;;;;;;;;
24/09/2014;;;;;;;;;;;;;;;;;;
25/09/2014;;;;;;;;;;;;;;;;;;
26/09/2014;;;;;;;;;;;;;;;;;;
27/09/2014;;;;;;;;;;;;;;;;;;
28/09/2014;;;;;;;;;;;;;;;;;;
29/09/2014;;;;;;;;;;;;;;;;;;
30/09/2014;;;;;;;;;;;;;;;;;;
01/10/2014;;;;;;;;;;;;;;;;;;
02/10/2014;;;;;;;;;;;;;;;;;;
03/10/2014;;;;;;;;;;;;;;;;;;
04/10/2014;;;;;;;;;;;;;;;;;;
05/10/2014;;;;;;;;;;;;;;;;;;
06/10/2014;;;;;;;;;;;;;;;;;;
07/10/2014;;;;;;;;;;;;;;;;;;
08/10/2014;;;;;;;;;;;;;;;;;;
09/10/2014;;;;;;;;;;;;;;;;;;
10/10/2014;;;;;;;;;;;;;;;;;;
11/10/2014;;;;;;;;;;;;;;;;;;
12/10/2014;;;;;;;;;;;;;;;;;;
13/10/2014;;;;;;;;;;;;;;;;;;
14/10/2014;;;;;;;;;;;;;;;;;;
15/10/2014;;;;;;;;;;;;;;;;;;
16/10/2014;;;;;;;;;;;;;;;;;;
17/10/2014;;;;;;;;;;;;;;;;;;
18/10/2014;;;;;;;;;;;;;;;;;;
19/10/2014;;;;;;;;;;;;;;;;;;
20/10/2014;;;;;;;;;;;;;;;;;;
21/10/2014;;;;;;;;;;;;;;;;;;
22/10/2014;;;;;;;;;;;;;;;;;;
23/10/2014;;;;;;;;;;;;;;;;;;
24/10/2014;;;;;;;;;;;;;;;;;;
25/10/2014;;;;;;;;;;;;;;;;;;
26/10/2014;;;;;;;;;;;;;;;;;;
27/10/2014;;;;;;;;;;;;;;;;;;
28/10/2014;;;;;;;;;;;;;;;;;;
29/10/2014;;;;;;;;;;;;;;;;;;
30/10/2014;;;;;;;;;;;;;;;;;;
31/10/2014;;;;;;;;;;;;;;;;;;
01/11/2014;;;;;;;;;;;;;;;;;;
02/11/2014;;;;;;;;;;;;;;;;;;
03/11/2014;;;;;;;;;;;;;;;;;;
04/11/2014;;;;;;;;;;;;;;;;;;
05/11/2014;;;;;;;;;;;;;;;;;;
06/11/2014;;;;;;;;;;;;;;;;;;
07/11/2014;;;;;;;;;;;;;;;;;;
08/11/2014;;;;;;;;;;;;;;;;;;
09/11/2014;;;;;;;;;;;;;;;;;;
10/11/2014;;;;;;;;;;;;;;;;;;
11/11/2014;;;;;;;;;;;;;;;;;;
12/11/2014;;;;;;;;;;;;;;;;;;
13/11/2014;;;;;;;;;;;;;;;;;;
14/11/2014;;;;;;;;;;;;;;;;;;
15/11/2014;;;;;;;;;;;;;;;;;;
16/11/2014;;;;;;;;;;;;;;;;;;
17/11/2014;;;;;;;;;;;;;;;;;;
18/11/2014;;;;;;;;;;;;;;;;;;
19/11/2014;;;;;;;;;;;;;;;;;;
20/11/2014;;;;;;;;;;;;;;;;;;
21/11/2014;;;;;;;;;;;;;;;;;;
22/11/2014;;;;;;;;;;;;;;;;;;
23/11/2014;;;;;;;;;;;;;;;;;;
24/11/2014;;;;;;;;;;;;;;;;;;
25/11/2014;;;;;;;;;;;;;;;;;;
26/11/2014;;;;;;;;;;;;;;;;;;
27/11/2014;;;;;;;;;;;;;;;;;;
28/11/2014;;;;;;;;;;;;;;;;;;
29/11/2014;;;;;;;;;;;;;;;;;;
30/11/2014;;;;;;;;;;;;;;;;;;
01/12/2014;;;;;;;;;;;;;;;;;;
02/12/2014;;;;;;;;;;;;;;;;;;
03/12/2014;;;;;;;;;;;;;;;;;;
04/12/2014;;;;;;;;;;;;;;;;;;
05/12/2014;;;;;;;;;;;;;;;;;;
06/12/2014;;;;;;;;;;;;;;;;;;
07/12/2014;;;;;;;;;;;;;;;;;;
08/12/2014;;;;;;;;;;;;;;;;;;
09/12/2014;;;;;;;;;;;;;;;;;;
10/12/2014;;;;;;;;;;;;;;;;;;
11/12/2014;;;;;;;;;;;;;;;;;;
12/12/2014;;;;;;;;;;;;;;;;;;
13/12/2014;;;;;;;;;;;;;;;;;;
14/12/2014;;;;;;;;;;;;;;;;;;
15/12/2014;;;;;;;;;;;;;;;;;;
16/12/2014;;;;;;;;;;;;;;;;;;
17/12/2014;;;;;;;;;;;;;;;;;;
18/12/2014;;;;;;;;;;;;;;;;;;
19/12/2014;;;;;;;;;;;;;;;;;;
20/12/2014;;;;;;;;;;;;;;;;;;
21/12/2014;;;;;;;;;;;;;;;;;;
22/12/2014;;;;;;;;;;;;;;;;;;
23/12/2014;;;;;;;;;;;;;;;;;;
24/12/2014;;;;;;;;;;;;;;;;;;
25/12/2014;;;;;;;;;;;;;;;;;;
26/12/2014;;;;;;;;;;;;;;;;;;
27/12/2014;;;;;;;;;;;;;;;;;;
28/12/2014;;;;;;;;;;;;;;;;;;
29/12/2014;;;;;;;;;;;;;;;;;;
30/12/2014;;;;;;;;;;;;;;;;;;
31/12/2014;;;;;;;;;;;;;;;;;;
01/01/2015;;;;;;;;;;;;;;;;;;
02/01/2015;;;;;;;;;;;;;;;;;;
03/01/2015;;;;;;;;;;;;;;;;;;
04/01/2015;;;;;;;;;;;;;;;;;;
05/01/2015;;;;;;;;;;;;;;;;;;
06/01/2015;;;;;;;;;;;;;;;;;;
07/01/2015;;;;;;;;;;;;;;;;;;
08/01/2015;;;;;;;;;;;;;;;;;;
09/01/2015;;;;;;;;;;;;;;;;;;
10/01/2015;;;;;;;;;;;;;;;;;;
11/01/2015;;;;;;;;;;;;;;;;;;
12/01/2015;;;;;;;;;;;;;;;;;;
13/01/2015;;;;;;;;;;;;;;;;;;
14/01/2015;;;;;;;;;;;;;;;;;;
15/01/2015;;;;;;;;;;;;;;;;;;
16/01/2015;;;;;;;;;;;;;;;;;;
17/01/2015;;;;;;;;;;;;;;;;;;
18/01/2015;;;;;;;;;;;;;;;;;;
19/01/2015;;;;;;;;;;;;;;;;;;
20/01/2015;;;;;;;;;;;;;;;;;;
21/01/2015;;;;;;;;;;;;;;;;;;
22/01/2015;;;;;;;;;;;;;;;;;;
23/01/2015;;;;;;;;;;;;;;;;;;
24/01/2015;;;;;;;;;;;;;;;;;;
25/01/2015;;;;;;;;;;;;;;;;;;
26/01/2015;;;;;;;;;;;;;;;;;;
27/01/2015;;;;;;;;;;;;;;;;;;
28/01/2015;;;;;;;;;;;;;;;;;;
29/01/2015;;;;;;;;;;;;;;;;;;
30/01/2015;;;;;;;;;;;;;;;;;;
31/01/2015;;;;;;;;;;;;;;;;;;
01/02/2015;;;;;;;;;;;;;;;;;;
02/02/2015;;;;;;;;;;;;;;;;;;
03/02/2015;;;;;;;;;;;;;;;;;;
04/02/2015;;;;;;;;;;;;;;;;;;
05/02/2015;;;;;;;;;;;;;;;;;;
06/02/2015;;;;;;;;;;;;;;;;;;
07/02/2015;;;;;;;;;;;;;;;;;;
08/02/2015;;;;;;;;;;;;;;;;;;
09/02/2015;;;;;;;;;;;;;;;;;;
10/02/2015;;;;;;;;;;;;;;;;;;
11/02/2015;;;;;;;;;;;;;;;;;;
12/02/2015;;;;;;;;;;;;;;;;;;
13/02/2015;;;;;;;;;;;;;;;;;;
14/02/2015;;;;;;;;;;;;;;;;;;
15/02/2015;;;;;;;;;;;;;;;;;;
16/02/2015;;;;;;;;;;;;;;;;;;
17/02/2015;;;;;;;;;;;;;;;;;;
18/02/2015;;;;;;;;;;;;;;;;;;
19/02/2015;;;;;;;;;;;;;;;;;;
20/02/2015;;;;;;;;;;;;;;;;;;
21/02/2015;;;;;;;;;;;;;;;;;;
22/02/2015;;;;;;;;;;;;;;;;;;
23/02/2015;;;;;;;;;;;;;;;;;;
24/02/2015;;;;;;;;;;;;;;;;;;
25/02/2015;;;;;;;;;;;;;;;;;;
26/02/2015;;;;;;;;;;;;;;;;;;
27/02/2015;;;;;;;;;;;;;;;;;;
28/02/2015;;;;;;;;;;;;;;;;;;
01/03/2015;;;;;;;;;;;;;;;;;;
02/03/2015;;;;;;;;;;;;;;;;;;
03/03/2015;;;;;;;;;;;;;;;;;;
04/03/2015;;;;;;;;;;;;;;;;;;
05/03/2015;;;;;;;;;;;;;;;;;;
06/03/2015;;;;;;;;;;;;;;;;;;
07/03/2015;;;;;;;;;;;;;;;;;;
08/03/2015;;;;;;;;;;;;;;;;;;
09/03/2015;;;;;;;;;;;;;;;;;;
10/03/2015;;;;;;;;;;;;;;;;;;
11/03/2015;;;;;;;;;;;;;;;;;;
12/03/2015;;;;;;;;;;;;;;;;;;
13/03/2015;;;;;;;;;;;;;;;;;;
14/03/2015;;;;;;;;;;;;;;;;;;
15/03/2015;;;;;;;;;;;;;;;;;;
16/03/2015;;;;;;;;;;;;;;;;;;
17/03/2015;;;;;;;;;;;;;;;;;;
18/03/2015;;;;;;;;;;;;;;;;;;
19/03/2015;;;;;;;;;;;;;;;;;;
20/03/2015;;;;;;;;;;;;;;;;;;
21/03/2015;;;;;;;;;;;;;;;;;;
22/03/2015;;;;;;;;;;;;;;;;;;
23/03/2015;;;;;;;;;;;;;;;;;;
24/03/2015;;;;;;;;;;;;;;;;;;
25/03/2015;;;;;;;;;;;;;;;;;;
26/03/2015;;;;;;;;;;;;;;;;;;
27/03/2015;;;;;;;;;;;;;;;;;;
28/03/2015;;;;;;;;;;;;;;;;;;
29/03/2015;;;;;;;;;;;;;;;;;;
30/03/2015;;;;;;;;;;;;;;;;;;
31/03/2015;;;;;;;;;;;;;;;;;;
01/04/2015;;;;;;;;;;;;;;;;;;
02/04/2015;;;;;;;;;;;;;;;;;;
03/04/2015;;;;;;;;;;;;;;;;;;
04/04/2015;;;;;;;;;;;;;;;;;;
05/04/2015;;;;;;;;;;;;;;;;;;
06/04/2015;;;;;;;;;;;;;;;;;;
07/04/2015;;;;;;;;;;;;;;;;;;
08/04/2015;;;;;;;;;;;;;;;;;;
09/04/2015;;;;;;;;;;;;;;;;;;
10/04/2015;;;;;;;;;;;;;;;;;;
11/04/2015;;;;;;;;;;;;;;;;;;
12/04/2015;;;;;;;;;;;;;;;;;;
13/04/2015;;;;;;;;;;;;;;;;;;
14/04/2015;;;;;;;;;;;;;;;;;;
15/04/2015;;;;;;;;;;;;;;;;;;
16/04/2015;;;;;;;;;;;;;;;;;;
17/04/2015;;;;;;;;;;;;;;;;;;
18/04/2015;;;;;;;;;;;;;;;;;;
19/04/2015;;;;;;;;;;;;;;;;;;
20/04/2015;;;;;;;;;;;;;;;;;;
21/04/2015;;;;;;;;;;;;;;;;;;
22/04/2015;;;;;;;;;;;;;;;;;;
23/04/2015;;;;;;;;;;;;;;;;;;
24/04/2015;;;;;;;;;;;;;;;;;;
25/04/2015;;;;;;;;;;;;;;;;;;
26/04/2015;;;;;;;;;;;;;;;;;;
27/04/2015;;;;;;;;;;;;;;;;;;
28/04/2015;;;;;;;;;;;;;;;;;;
29/04/2015;;;;;;;;;;;;;;;;;;
30/04/2015;;;;;;;;;;;;;;;;;;
01/05/2015;;;;;;;;;;;;;;;;;;
02/05/2015;;;;;;;;;;;;;;;;;;
03/05/2015;;;;;;;;;;;;;;;;;;
04/05/2015;;;;;;;;;;;;;;;;;;
05/05/2015;;;;;;;;;;;;;;;;;;
06/05/2015;;;;;;;;;;;;;;;;;;
07/05/2015;;;;;;;;;;;;;;;;;;
08/05/2015;;;;;;;;;;;;;;;;;;
09/05/2015;;;;;;;;;;;;;;;;;;
10/05/2015;;;;;;;;;;;;;;;;;;
11/05/2015;;;;;;;;;;;;;;;;;;
12/05/2015;;;;;;;;;;;;;;;;;;
13/05/2015;;;;;;;;;;;;;;;;;;
14/05/2015;;;;;;;;;;;;;;;;;;
15/05/2015;;;;;;;;;;;;;;;;;;
16/05/2015;;;;;;;;;;;;;;;;;;
17/05/2015;;;;;;;;;;;;;;;;;;
18/05/2015;;;;;;;;;;;;;;;;;;
19/05/2015;;;;;;;;;;;;;;;;;;
20/05/2015;;;;;;;;;;;;;;;;;;
21/05/2015;;;;;;;;;;;;;;;;;;
22/05/2015;;;;;;;;;;;;;;;;;;
23/05/2015;;;;;;;;;;;;;;;;;;
24/05/2015;;;;;;;;;;;;;;;;;;
25/05/2015;;;;;;;;;;;;;;;;;;
26/05/2015;;;;;;;;;;;;;;;;;;
27/05/2015;;;;;;;;;;;;;;;;;;
28/05/2015;;;;;;;;;;;;;;;;;;
29/05/2015;;;;;;;;;;;;;;;;;;
30/05/2015;;;;;;;;;;;;;;;;;;
31/05/2015;;;;;;;;;;;;;;;;;;
01/06/2015;;;;;;;;;;;;;;;;;;
02/06/2015;;;;;;;;;;;;;;;;;;
03/06/2015;;;;;;;;;;;;;;;;;;
04/06/2015;;;;;;;;;;;;;;;;;;
05/06/2015;;;;;;;;;;;;;;;;;;
06/06/2015;;;;;;;;;;;;;;;;;;
07/06/2015;;;;;;;;;;;;;;;;;;
08/06/2015;;;;;;;;;;;;;;;;;;
09/06/2015;;;;;;;;;;;;;;;;;;
10/06/2015;;;;;;;;;;;;;;;;;;
11/06/2015;;;;;;;;;;;;;;;;;;
12/06/2015;;;;;;;;;;;;;;;;;;
13/06/2015;;;;;;;;;;;;;;;;;;
14/06/2015;;;;;;;;;;;;;;;;;;
15/06/2015;;;;;;;;;;;;;;;;;;
16/06/2015;;;;;;;;;;;;;;;;;;
17/06/2015;;;;;;;;;;;;;;;;;;
18/06/2015;;;;;;;;;;;;;;;;;;
19/06/2015;;;;;;;;;;;;;;;;;;
20/06/2015;;;;;;;;;;;;;;;;;;
21/06/2015;;;;;;;;;;;;;;;;;;
22/06/2015;;;;;;;;;;;;;;;;;;
23/06/2015;;;;;;;;;;;;;;;;;;
24/06/2015;;;;;;;;;;;;;;;;;;
25/06/2015;;;;;;;;;;;;;;;;;;
26/06/2015;;;;;;;;;;;;;;;;;;
27/06/2015;;;;;;;;;;;;;;;;;;
28/06/2015;;;;;;;;;;;;;;;;;;
29/06/2015;;;;;;;;;;;;;;;;;;
30/06/2015;;;;;;;;;;;;;;;;;;
01/07/2015;;;;;;;;;;;;;;;;;;
02/07/2015;;;;;;;;;;;;;;;;;;
03/07/2015;;;;;;;;;;;;;;;;;;
04/07/2015;;;;;;;;;;;;;;;;;;
05/07/2015;;;;;;;;;;;;;;;;;;
06/07/2015;;;;;;;;;;;;;;;;;;
07/07/2015;;;;;;;;;;;;;;;;;;
08/07/2015;;;;;;;;;;;;;;;;;;
09/07/2015;;;;;;;;;;;;;;;;;;
10/07/2015;;;;;;;;;;;;;;;;;;
